x,y
3.5870967741935487,6.3311688311688314
3.729032258064516,6.347402597402599
3.8709677419354835,6.347402597402599
4.012903225806452,6.379870129870131
4.232258064516129,6.428571428571429
4.3096774193548395,6.428571428571429
4.3096774193548395,6.4448051948051965
4.3096774193548395,6.428571428571429
4.3096774193548395,6.396103896103897
4.3096774193548395,6.2987012987013
4.232258064516129,6.087662337662339
4.193548387096774,5.941558441558442
4.141935483870968,5.860389610389612
4.1161290322580655,5.827922077922079
4.103225806451613,5.827922077922079
4.064516129032258,5.827922077922079
3.8709677419354835,5.90909090909091
3.6774193548387095,6.087662337662339
3.5483870967741935,6.250000000000002
3.4838709677419355,6.363636363636365
3.4838709677419355,6.4448051948051965
3.5225806451612907,6.590909090909092
3.7677419354838713,6.655844155844157
4.154838709677419,6.50974025974026
4.516129032258064,6.217532467532468
4.709677419354838,6.022727272727273
4.72258064516129,5.95779220779221
4.72258064516129,5.941558441558442
4.683870967741935,5.860389610389612
4.4387096774193555,5.714285714285715
4.154838709677419,5.730519480519481
3.987096774193548,5.811688311688313
3.883870967741936,5.95779220779221
3.883870967741936,6.103896103896105
3.92258064516129,6.266233766233768
4.103225806451613,6.412337662337663
4.412903225806451,6.428571428571429
4.580645161290322,6.412337662337663
4.580645161290322,6.412337662337663
4.580645161290322,6.2987012987013
4.554838709677419,6.152597402597404
4.32258064516129,5.95779220779221
4.129032258064516,5.90909090909091
4.038709677419355,5.90909090909091
4.0,5.9902597402597415
3.987096774193548,6.233766233766234
4.090322580645161,6.428571428571429
4.387096774193548,6.590909090909092
4.5677419354838715,6.607142857142858
4.670967741935485,6.574675324675326
4.6967741935483875,6.55844155844156
4.735483870967743,6.4448051948051965
4.748387096774193,6.201298701298702
4.606451612903227,5.941558441558442
4.4387096774193555,5.811688311688313
4.3096774193548395,5.795454545454547
4.2451612903225815,5.795454545454547
4.219354838709677,5.892857142857144
4.2451612903225815,6.038961038961039
4.4,6.136363636363637
4.658064516129032,6.217532467532468
4.864516129032259,6.201298701298702
5.04516129032258,6.071428571428573
5.04516129032258,6.038961038961039
5.04516129032258,5.941558441558442
4.7612903225806456,5.746753246753247
4.477419354838709,5.730519480519481
4.1806451612903235,5.876623376623378
4.025806451612903,6.071428571428573
4.0,6.412337662337663
4.07741935483871,6.6396103896103895
4.387096774193548,6.720779220779221
4.5677419354838715,6.655844155844157
4.825806451612904,6.428571428571429
4.980645161290322,6.152597402597404
5.006451612903225,5.925324675324676
4.851612903225806,5.6655844155844175
4.619354838709677,5.5357142857142865
4.3741935483870975,5.5357142857142865
4.193548387096774,5.681818181818183
4.129032258064516,6.087662337662339
4.167741935483871,6.379870129870131
4.348387096774193,6.607142857142858
4.541935483870969,6.655844155844157
4.72258064516129,6.574675324675326
4.941935483870967,6.2987012987013
5.006451612903225,6.055194805194807
4.95483870967742,5.8441558441558445
4.800000000000001,5.64935064935065
4.541935483870969,5.600649350649352
4.270967741935484,5.6655844155844175
4.064516129032258,5.892857142857144
4.0,6.16883116883117
4.051612903225806,6.607142857142858
4.283870967741935,6.980519480519481
4.529032258064516,7.061688311688313
4.670967741935485,7.012987012987013
4.7612903225806456,6.753246753246755
4.735483870967743,6.347402597402599
4.619354838709677,6.022727272727273
4.335483870967742,5.698051948051949
4.103225806451613,5.616883116883118
3.92258064516129,5.6655844155844175
3.729032258064516,6.136363636363637
3.7419354838709675,6.542207792207794
3.8967741935483873,6.834415584415584
4.232258064516129,6.964285714285715
4.64516129032258,6.850649350649352
5.019354838709678,6.525974025974028
5.290322580645162,6.120129870129871
5.393548387096775,5.811688311688313
5.3032258064516125,5.487012987012989
4.967741935483872,5.275974025974026
4.554838709677419,5.340909090909092
4.193548387096774,5.633116883116884
4.0,6.120129870129871
3.987096774193548,6.542207792207794
4.1161290322580655,6.801948051948052
4.529032258064516,6.866883116883118
4.967741935483872,6.655844155844157
5.419354838709678,6.217532467532468
5.4967741935483865,5.974025974025976
5.329032258064517,5.698051948051949
4.916129032258064,5.616883116883118
4.3741935483870975,5.698051948051949
3.987096774193548,5.876623376623378
3.7677419354838713,6.233766233766234
3.7419354838709675,6.542207792207794
3.8967741935483873,6.7857142857142865
4.348387096774193,6.866883116883118
4.670967741935485,6.672077922077923
4.774193548387096,6.525974025974028
4.6967741935483875,6.217532467532468
4.387096774193548,5.860389610389612
3.9354838709677424,5.6655844155844175
3.6774193548387095,5.6655844155844175
3.535483870967742,5.8441558441558445
3.5870967741935487,6.3311688311688314
3.92258064516129,6.834415584415584
4.425806451612903,6.980519480519481
4.670967741935485,6.948051948051949
4.7612903225806456,6.915584415584416
4.825806451612904,6.753246753246755
4.851612903225806,6.363636363636365
4.877419354838709,5.90909090909091
4.812903225806451,5.600649350649352
4.735483870967743,5.389610389610391
4.6967741935483875,5.340909090909092
4.6967741935483875,5.357142857142858
4.787096774193548,5.64935064935065
5.019354838709678,5.892857142857144
5.316129032258065,6.038961038961039
5.4322580645161285,6.038961038961039
5.4322580645161285,6.071428571428573
5.135483870967741,6.493506493506494
4.890322580645162,6.672077922077923
4.735483870967743,6.655844155844157
4.670967741935485,6.607142857142858
4.606451612903227,6.4448051948051965
4.593548387096774,6.103896103896105
4.709677419354838,5.795454545454547
5.135483870967741,5.487012987012989
5.380645161290323,5.389610389610391
5.419354838709678,5.389610389610391
5.470967741935484,5.487012987012989
5.483870967741936,5.730519480519481
5.341935483870968,6.087662337662339
5.264516129032257,6.201298701298702
5.251612903225807,6.201298701298702
5.251612903225807,6.201298701298702
5.199999999999999,6.201298701298702
5.135483870967741,6.217532467532468
5.04516129032258,6.201298701298702
5.006451612903225,6.16883116883117
5.006451612903225,6.152597402597404
5.006451612903225,6.152597402597404
5.006451612903225,6.152597402597404
5.006451612903225,6.136363636363637
5.006451612903225,6.136363636363637
5.006451612903225,6.120129870129871
5.006451612903225,6.103896103896105
5.006451612903225,6.071428571428573
5.006451612903225,6.055194805194807
5.019354838709678,6.006493506493507
5.019354838709678,5.9902597402597415
5.04516129032258,5.974025974025976
5.058064516129033,5.95779220779221
5.070967741935483,5.95779220779221
5.096774193548388,5.95779220779221
5.096774193548388,5.95779220779221
5.109677419354838,5.95779220779221
5.109677419354838,5.941558441558442
5.122580645161291,5.925324675324676
5.135483870967741,5.876623376623378
5.135483870967741,5.860389610389612
5.135483870967741,5.827922077922079
5.122580645161291,5.827922077922079
5.083870967741936,5.811688311688313
5.006451612903225,5.746753246753247
4.980645161290322,5.730519480519481
4.967741935483872,5.730519480519481
4.967741935483872,5.730519480519481
4.95483870967742,5.730519480519481
4.838709677419354,5.730519480519481
4.683870967741935,5.730519480519481
4.593548387096774,5.730519480519481
4.464516129032258,5.730519480519481
4.3096774193548395,5.730519480519481
4.206451612903226,5.64935064935065
